CUSTOMER_ID	ARLO_NO	PRODUCT_ID	ITEM_NO	STOP_NO	DIST_QTY	LOCK_IND	LOCK_QTY	LOAD_DIST_IND
1038903,07,00002519,0007002,009,40,1,40,0
1038483,07,00002519,0007002,044,0,0,0,0
1028064,07,00002519,0007002,022,20,1,20,0
1028045,07,00002519,0007002,001,40,1,40,0
1038792,07,00002519,0007002,007,5,1,5,0
1038884,07,00002519,0007002,008,13,1,13,0
1037696,07,00002519,0007002,012,41,1,41,0
1038792,07,00002531,0007010,007,2,1,2,0
1038884,07,00002531,0007010,008,2,1,2,0
1037696,07,00002551,0007021,012,1,1,1,0
1028064,07,00002563,0007005,022,40,1,40,0
1028045,07,00002563,0007005,001,40,1,40,0
1038792,07,00002563,0007005,007,3,1,3,0
1038884,07,00002563,0007005,008,6,1,6,0
1037696,07,00002563,0007005,012,64,1,64,0
1038903,07,00002610,0007057,009,4,1,4,0
1034745,07,00002610,0007057,002,3,1,3,0
1028018,07,00002610,0007057,004,12,1,12,0
1039021,07,00002610,0007057,005,1,0,0,0
1034759,07,00002610,0007057,048,9,1,9,0
1038483,07,00002610,0007057,044,5,0,0,0
1028064,07,00002610,0007057,022,17,1,17,0
1028045,07,00002610,0007057,001,14,1,14,0
1038792,07,00002610,0007057,007,3,1,3,0
1038884,07,00002610,0007057,008,12,1,12,0
1037696,07,00002617,0007034,012,0,1,0,0
1038903,07,00002629,0001095,009,1,1,1,0
1028018,07,00002629,0001095,004,1,1,1,0
1038483,07,00002629,0001095,044,14,0,0,0
1028064,07,00002629,0001095,022,5,1,5,0
1028045,07,00002629,0001095,001,4,1,4,0
1037696,07,00002629,0001095,012,0,1,0,0
1038903,07,00002719,0007086,009,2,1,2,0
1034745,07,00002719,0007086,002,3,1,3,0
1038483,07,00002719,0007086,044,1,0,0,0
1028045,07,00002719,0007086,001,3,1,3,0
1038903,07,00002728,0006842,009,1,1,1,0
1034745,07,00002728,0006842,002,3,1,3,0
1038483,07,00002728,0006842,044,1,0,0,0
1028064,07,00002728,0006842,022,2,1,2,0
1028045,07,00002728,0006842,001,2,1,2,0
1038903,07,00002739,0007097,009,5,1,5,0
1034745,07,00002739,0007097,002,6,1,6,0
1028018,07,00002739,0007097,004,2,1,2,0
1039021,07,00002739,0007097,005,3,0,0,0
1034759,07,00002739,0007097,048,1,1,1,0
1038483,07,00002739,0007097,044,7,0,0,0
1028064,07,00002739,0007097,022,16,1,16,0
1028045,07,00002739,0007097,001,11,1,11,0
1037696,07,00002739,0007097,012,0,1,0,0
1037696,07,00002740,0007098,012,0,1,0,0
1038903,07,00002748,0007017,009,4,1,4,0
1034745,07,00002748,0007017,002,3,1,3,0
1028018,07,00002748,0007017,004,10,1,10,0
1038483,07,00002748,0007017,044,6,0,0,0
1028064,07,00002748,0007017,022,2,1,2,0
1028045,07,00002748,0007017,001,15,1,15,0
1038903,07,00002770,0007077,009,6,1,6,0
1034745,07,00002770,0007077,002,5,1,5,0
1039021,07,00002770,0007077,005,1,0,0,0
1038483,07,00002770,0007077,044,3,0,0,0
1028064,07,00002770,0007077,022,5,1,5,0
1028045,07,00002770,0007077,001,7,1,7,0
1038903,07,00002784,0007074,009,9,1,9,0
1034745,07,00002784,0007074,002,9,1,9,0
1028018,07,00002784,0007074,004,2,1,2,0
1039021,07,00002784,0007074,005,1,0,0,0
1034759,07,00002784,0007074,048,2,1,2,0
1038483,07,00002784,0007074,044,1,0,0,0
1028064,07,00002784,0007074,022,3,1,3,0
1028045,07,00002784,0007074,001,7,1,7,0
1038792,07,00002784,0007074,007,4,1,4,0
1038884,07,00002784,0007074,008,1,1,1,0
1038903,07,00002799,0007075,009,7,1,7,0
1034745,07,00002799,0007075,002,3,1,3,0
1038483,07,00002799,0007075,044,2,0,0,0
1028064,07,00002799,0007075,022,3,1,3,0
1028045,07,00002799,0007075,001,3,1,3,0
1038903,07,00002807,0007081,009,7,1,7,0
1034745,07,00002807,0007081,002,4,1,4,0
1039021,07,00002807,0007081,005,3,0,0,0
1038483,07,00002807,0007081,044,5,0,0,0
1028064,07,00002807,0007081,022,5,1,5,0
1028045,07,00002807,0007081,001,6,1,6,0
1038903,07,00002847,0007085,009,12,1,12,0
1034745,07,00002847,0007085,002,2,1,2,0
1028018,07,00002847,0007085,004,2,1,2,0
1039021,07,00002847,0007085,005,3,0,0,0
1038483,07,00002847,0007085,044,24,0,0,0
1028064,07,00002847,0007085,022,21,1,21,0
1028045,07,00002847,0007085,001,36,1,36,0
1037696,07,00002847,0007085,012,0,1,0,0
1038903,07,00002849,0007078,009,43,1,43,0
1034745,07,00002849,0007078,002,27,1,27,0
1039021,07,00002849,0007078,005,28,0,0,0
1034759,07,00002849,0007078,048,3,1,3,0
1038792,07,00002849,0007078,007,3,1,3,0
1038884,07,00002849,0007078,008,7,1,7,0
1038903,07,00002869,0007079,009,56,1,56,0
1034745,07,00002869,0007079,002,8,1,8,0
1039021,07,00002869,0007079,005,15,0,0,0
1028064,07,00002869,0007079,022,5,1,5,0
1038792,07,00002869,0007079,007,12,1,12,0
1038884,07,00002869,0007079,008,3,1,3,0
1038903,07,00013703,0007059,009,5,1,5,0
1034745,07,00013703,0007059,002,2,1,2,0
1028018,07,00013703,0007059,004,7,1,7,0
1039021,07,00013703,0007059,005,0,0,0,0
1034759,07,00013703,0007059,048,5,1,5,0
1038483,07,00013703,0007059,044,1,0,0,0
1028064,07,00013703,0007059,022,17,1,17,0
1028045,07,00013703,0007059,001,19,1,19,0
1038792,07,00013703,0007059,007,3,1,3,0
1038884,07,00013703,0007059,008,6,1,6,0
1037696,07,00013703,0007059,012,15,1,15,0
1038903,07,00015176,0007072,009,7,1,7,0
1034745,07,00015176,0007072,002,2,1,2,0
1039021,07,00015176,0007072,005,3,0,0,0
1038483,07,00015176,0007072,044,3,0,0,0
1028064,07,00015176,0007072,022,2,1,2,0
1028045,07,00015176,0007072,001,5,1,5,0
1038903,07,00016942,0007288,009,20,1,20,0
1038483,07,00016942,0007288,044,11,0,0,0
1028045,07,00016942,0007288,001,40,1,40,0
1038792,07,00016942,0007288,007,4,1,4,0
1038884,07,00016942,0007288,008,5,1,5,0
1038483,07,00020427,0007463,044,15,0,0,0
1028064,07,00020427,0007463,022,40,1,40,0
1028045,07,00020427,0007463,001,60,1,60,0
1038884,07,00020427,0007463,008,5,1,5,0
1038903,07,00020914,0007584,009,2,1,2,0
1034745,07,00020914,0007584,002,2,1,2,0
1028018,07,00020914,0007584,004,1,1,1,0
1039021,07,00020914,0007584,005,1,0,0,0
1038483,07,00020914,0007584,044,6,0,0,0
1028064,07,00020914,0007584,022,7,1,7,0
1028045,07,00020914,0007584,001,8,1,8,0
1038792,07,00020914,0007584,007,2,1,2,0
1038884,07,00020914,0007584,008,3,1,3,0
1038903,07,00020915,0007585,009,2,1,2,0
1034745,07,00020915,0007585,002,3,1,3,0
1028018,07,00020915,0007585,004,1,1,1,0
1039021,07,00020915,0007585,005,1,0,0,0
1038483,07,00020915,0007585,044,4,0,0,0
1028064,07,00020915,0007585,022,6,1,6,0
1028045,07,00020915,0007585,001,9,1,9,0
1038792,07,00020915,0007585,007,3,1,3,0
1038884,07,00020915,0007585,008,2,1,2,0
1038903,07,00020916,0007588,009,1,1,1,0
1034745,07,00020916,0007588,002,1,1,1,0
1028018,07,00020916,0007588,004,1,1,1,0
1039021,07,00020916,0007588,005,1,0,0,0
1038483,07,00020916,0007588,044,3,0,0,0
1028064,07,00020916,0007588,022,3,1,3,0
1028045,07,00020916,0007588,001,7,1,7,0
