ARLO_NO	START_DATE	CUSTOMER_ID	STORE_NO	END_DATE	PRICE_ZONE
08,2017-02-03 00:00:00.000,0044823,400090813,2017-02-03 00:00:00.000,002514663
08,2017-01-29 00:00:00.000,0044823,400090813,2017-02-02 00:00:00.000,002514664
08,2017-02-26 00:00:00.000,0086484,488881618,2099-12-31 00:00:00.000,002535902
08,2017-02-23 00:00:00.000,0086484,488881618,2017-02-25 00:00:00.000,002535903
08,2017-02-22 00:00:00.000,0086484,488881618,2017-02-22 00:00:00.000,002530112
08,2017-02-19 00:00:00.000,0086484,488881618,2017-02-21 00:00:00.000,002530113
08,2017-02-12 00:00:00.000,0086484,488881618,2017-02-18 00:00:00.000,002525144
08,2017-02-08 00:00:00.000,0086484,488881618,2017-02-11 00:00:00.000,002522461
08,2017-02-05 00:00:00.000,0086484,488881618,2017-02-07 00:00:00.000,002522462
08,2017-02-04 00:00:00.000,0086484,488881618,2017-02-04 00:00:00.000,002522463
08,2017-01-29 00:00:00.000,0086484,488881618,2017-02-03 00:00:00.000,002515775
01,2017-02-26 00:00:00.000,0031410,500490080,2099-12-31 00:00:00.000,002534239
01,2017-02-23 00:00:00.000,0031410,500490080,2017-02-25 00:00:00.000,002534240
01,2017-02-19 00:00:00.000,0031410,500490080,2017-02-22 00:00:00.000,002529266
01,2017-02-12 00:00:00.000,0031410,500490080,2017-02-18 00:00:00.000,002524287
01,2017-02-05 00:00:00.000,0031410,500490080,2017-02-11 00:00:00.000,002520487
01,2017-02-04 00:00:00.000,0031410,500490080,2017-02-04 00:00:00.000,002520488
01,2017-01-29 00:00:00.000,0031410,500490080,2017-02-03 00:00:00.000,002514677
01,2017-02-26 00:00:00.000,0048257,511301822,2099-12-31 00:00:00.000,002534230
01,2017-02-23 00:00:00.000,0048257,511301822,2017-02-25 00:00:00.000,002534231
01,2017-02-19 00:00:00.000,0048257,511301822,2017-02-22 00:00:00.000,002529260
01,2017-02-12 00:00:00.000,0048257,511301822,2017-02-18 00:00:00.000,002526671
01,2017-02-11 00:00:00.000,0048257,511301822,2017-02-11 00:00:00.000,002526672
01,2017-02-10 00:00:00.000,0048257,511301822,2017-02-10 00:00:00.000,002526184
01,2017-02-05 00:00:00.000,0048257,511301822,2017-02-09 00:00:00.000,002520478
01,2017-02-04 00:00:00.000,0048257,511301822,2017-02-04 00:00:00.000,002520479
01,2017-02-03 00:00:00.000,0048257,511301822,2017-02-03 00:00:00.000,002519135
01,2017-01-29 00:00:00.000,0048257,511301822,2017-02-02 00:00:00.000,002514670
01,2017-02-26 00:00:00.000,0061425,600095447,2099-12-31 00:00:00.000,002534226
01,2017-02-23 00:00:00.000,0061425,600095447,2017-02-25 00:00:00.000,002534227
01,2017-02-19 00:00:00.000,0061425,600095447,2017-02-22 00:00:00.000,002529258
01,2017-02-12 00:00:00.000,0061425,600095447,2017-02-18 00:00:00.000,002524282
01,2017-02-05 00:00:00.000,0061425,600095447,2017-02-11 00:00:00.000,002520474
01,2017-02-04 00:00:00.000,0061425,600095447,2017-02-04 00:00:00.000,002520475
01,2017-01-31 00:00:00.000,0061425,600095447,2017-02-03 00:00:00.000,002516984
01,2017-03-01 00:00:00.000,0038053,900360111,2099-12-31 00:00:00.000,002537477
01,2017-02-26 00:00:00.000,0038053,900360111,2017-02-28 00:00:00.000,002537478
01,2017-02-24 00:00:00.000,0038053,900360111,2017-02-25 00:00:00.000,002537479
01,2017-02-23 00:00:00.000,0038053,900360111,2017-02-23 00:00:00.000,002537480
01,2017-02-22 00:00:00.000,0038053,900360111,2017-02-22 00:00:00.000,002531231
01,2017-02-19 00:00:00.000,0038053,900360111,2017-02-21 00:00:00.000,002531232
01,2017-02-17 00:00:00.000,0038053,900360111,2017-02-18 00:00:00.000,002531233
01,2017-02-12 00:00:00.000,0038053,900360111,2017-02-16 00:00:00.000,002526181
01,2017-02-10 00:00:00.000,0038053,900360111,2017-02-11 00:00:00.000,002520455
01,2017-02-08 00:00:00.000,0038053,900360111,2017-02-09 00:00:00.000,002520456
01,2017-02-05 00:00:00.000,0038053,900360111,2017-02-07 00:00:00.000,002520457
01,2017-02-04 00:00:00.000,0038053,900360111,2017-02-04 00:00:00.000,002520458
01,2017-02-03 00:00:00.000,0038053,900360111,2017-02-03 00:00:00.000,002514655
01,2017-02-01 00:00:00.000,0038053,900360111,2017-02-02 00:00:00.000,002514656
01,2017-03-01 00:00:00.000,0088467,900360126,2099-12-31 00:00:00.000,002537477
01,2017-02-26 00:00:00.000,0088467,900360126,2017-02-28 00:00:00.000,002537478
01,2017-02-24 00:00:00.000,0088467,900360126,2017-02-25 00:00:00.000,002537479
01,2017-02-23 00:00:00.000,0088467,900360126,2017-02-23 00:00:00.000,002537480
01,2017-02-22 00:00:00.000,0088467,900360126,2017-02-22 00:00:00.000,002531231
01,2017-02-19 00:00:00.000,0088467,900360126,2017-02-21 00:00:00.000,002531232
01,2017-02-17 00:00:00.000,0088467,900360126,2017-02-18 00:00:00.000,002531233
01,2017-02-12 00:00:00.000,0088467,900360126,2017-02-16 00:00:00.000,002526181
01,2017-02-10 00:00:00.000,0088467,900360126,2017-02-11 00:00:00.000,002520455
01,2017-02-08 00:00:00.000,0088467,900360126,2017-02-09 00:00:00.000,002520456
01,2017-02-05 00:00:00.000,0088467,900360126,2017-02-07 00:00:00.000,002520457
01,2017-02-04 00:00:00.000,0088467,900360126,2017-02-04 00:00:00.000,002520458
01,2017-02-03 00:00:00.000,0088467,900360126,2017-02-03 00:00:00.000,002514655
01,2017-02-01 00:00:00.000,0088467,900360126,2017-02-02 00:00:00.000,002514656
