PRICE_ZONE	PRODUCT_ID	ITEM_NO	PRICE_EXCEPTION_CODE	WHOLESALE_PRICE	RETAIL_PRICE
000121650,00032729,0001609,2,2.3600,2.50
000121650,00032958,0002010,2,2.3600,2.50
000121650,00032962,0002034,2,2.0370,2.50
000121650,00033168,0002380,2,2.3600,2.50
000121650,00033250,0002381,2,2.0370,2.50
000121650,00022461,0002588,2,2.3600,2.50
000121650,00027369,0002936,2,2.3600,2.50
000121650,00016055,0005047,2,2.3600,2.50
000121650,00015799,0006119,2,2.0370,2.50
000121650,00030635,0006799,2,2.3600,2.50
000121650,00030877,0006801,2,2.3600,2.50
000121650,00030879,0006803,2,2.3600,2.50
000121650,00030881,0006806,2,2.3600,2.50
000121650,00002728,0006842,2,2.3600,2.50
000121650,00015176,0007072,2,2.3600,2.50
000121650,00002784,0007074,2,2.3600,2.50
000121650,00002799,0007075,2,2.3600,2.50
000121650,00002770,0007077,2,2.3600,2.50
000121650,00002849,0007078,2,2.3600,2.50
000121650,00002869,0007079,2,2.3600,2.50
000121650,00002807,0007081,2,2.3600,2.50
000121650,00002719,0007086,2,2.3600,2.50
000121650,00002739,0007097,2,2.0370,2.50
000121650,00002740,0007098,2,2.0370,2.50
000121650,00020426,0007464,2,2.3600,2.50
000121650,00031717,0009640,2,2.0370,2.50
000121603,00032628,0001089,2,2.0370,2.50
000121603,00002629,0001095,2,2.0370,2.50
000121603,00032729,0001609,2,2.3600,2.50
000121603,00032671,0001856,2,2.1000,2.50
000121603,00032959,0002007,2,2.0370,2.50
000121603,00032958,0002010,2,2.3600,2.50
000121603,00032962,0002034,2,2.0370,2.50
000121603,00033168,0002380,2,2.3600,2.50
000121603,00033250,0002381,2,2.0370,2.50
000121603,00022461,0002588,2,2.3600,2.50
000121603,00027369,0002936,2,2.3600,2.50
000121603,00027646,0003201,2,2.0370,2.50
000121603,00016055,0005047,2,2.3600,2.50
000121603,00015799,0006119,2,2.0370,2.50
000121603,00030634,0006790,2,2.0370,2.50
000121603,00030831,0006792,2,2.0370,2.50
000121603,00030832,0006794,2,2.0370,2.50
000121603,00030833,0006797,2,2.0370,2.50
000121603,00030635,0006799,2,2.3600,2.50
000121603,00030877,0006801,2,2.3600,2.50
000121603,00030879,0006803,2,2.3600,2.50
000121603,00030881,0006806,2,2.3600,2.50
000121603,00002728,0006842,2,2.3600,2.50
000121603,00002563,0007005,2,2.0400,2.50
000121603,00002610,0007057,2,2.0370,2.50
000121603,00013703,0007059,2,2.0370,2.50
000121603,00015176,0007072,2,2.3600,2.50
000121603,00002784,0007074,2,2.3600,2.50
000121603,00002799,0007075,2,2.3600,2.50
000121603,00002770,0007077,2,2.3600,2.50
000121603,00002849,0007078,2,2.3600,2.50
000121603,00002869,0007079,2,2.3600,2.50
000121603,00002807,0007081,2,2.3600,2.50
000121603,00002847,0007085,2,2.0370,2.50
000121603,00002719,0007086,2,2.3600,2.50
000121603,00002739,0007097,2,2.0370,2.50
000121603,00002740,0007098,2,2.0370,2.50
000121603,00016942,0007288,2,2.0400,2.50
000121603,00020427,0007463,2,2.0400,2.50
000121603,00020426,0007464,2,2.3600,2.50
000121603,00020914,0007584,2,2.0370,2.50
000121603,00020915,0007585,2,2.0370,2.50
000121603,00020916,0007588,2,2.0370,2.50
000121603,00021514,0007743,2,2.0370,2.50
000121603,00022216,0008818,2,2.0370,2.50
000121603,00031425,0009487,2,2.0370,2.50
000121603,00031426,0009489,2,2.0370,2.50
000121603,00031717,0009640,2,2.0370,2.50
000121535,00032628,0001089,2,2.0370,2.50
000121535,00002629,0001095,2,2.0370,2.50
000121535,00032671,0001856,2,2.1000,2.50
000121535,00032959,0002007,2,2.0370,2.50
000121535,00027646,0003201,2,2.0370,2.50
000121535,00030634,0006790,2,2.0370,2.50
000121535,00030831,0006792,2,2.0370,2.50
000121535,00030832,0006794,2,2.0370,2.50
000121535,00030833,0006797,2,2.0370,2.50
000121535,00002563,0007005,2,2.0400,2.50
000121535,00002610,0007057,2,2.0370,2.50
000121535,00013703,0007059,2,2.0370,2.50
000121535,00002847,0007085,2,2.0370,2.50
000121535,00016942,0007288,2,2.0400,2.50
000121535,00020427,0007463,2,2.0400,2.50
000121535,00020914,0007584,2,2.0370,2.50
000121535,00020915,0007585,2,2.0370,2.50
000121535,00020916,0007588,2,2.0370,2.50
000121535,00021514,0007743,2,2.0370,2.50
000121535,00022216,0008818,2,2.0370,2.50
000121535,00031425,0009487,2,2.0370,2.50
000121535,00031426,0009489,2,2.0370,2.50
000121507,00032628,0001089,2,2.0370,2.50
000121507,00002629,0001095,2,2.0370,2.50
000121507,00032671,0001856,2,2.1000,2.50
000121507,00032959,0002007,2,2.0370,2.50
000121507,00027646,0003201,2,2.0370,2.50
000121507,00030634,0006790,2,2.0370,2.50
000121507,00030831,0006792,2,2.0370,2.50
000121507,00030832,0006794,2,2.0370,2.50
000121507,00030833,0006797,2,2.0370,2.50
000121507,00002519,0007002,2,1.7900,2.19
000121507,00002563,0007005,2,2.0400,2.50
000121507,00002610,0007057,2,2.0370,2.50
000121507,00013703,0007059,2,2.0370,2.50
000121507,00002847,0007085,2,2.0370,2.50
000121507,00016942,0007288,2,2.0400,2.50
000121507,00020427,0007463,2,2.0400,2.50
000121507,00020914,0007584,2,2.0370,2.50
