ARLO_NO	CUSTOMER_ID	STOP_NO	TOTAL_DIST_QTY
07,1028018,004,44
07,1028045,001,366
07,1028064,022,241
07,1034745,002,96
07,1034759,048,21
07,1038483,044,203
07,1038903,009,246
07,1039021,005,39
